PPARG	NFATC2	BCL6	MAFB	PRDM1	SNAI3	EGR2	ETS1	STAT1	FOS
12.730292	14.8721066	17.8824481	11.0565222	12.2871151	22.3762036	4.0419041	4.0419041	15.3814616	10.2488861
12.1447024	11.7267523	10.6945524	9.1389743	9.552294	11.0685938	11.6848688	9.0231822	13.8718224	20.9356029
12.76003	11.9255992	12.8930305	13.3268212	11.5734215	10.3241954	15.2719614	8.2155539	13.9368873	20.5403627
15.1907042	11.1266202	13.9799647	10.7283907	10.8182643	9.5922165	12.0365195	9.0053612	14.4787615	14.2442188
9.0969464	10.9841521	16.919746	13.0685256	12.8187159	15.5942037	14.0489517	6.7328834	13.7474571	12.2710052
20.4482943	11.4873516	19.4836014	19.7118867	9.4333537	4.0821514	20.1203436	6.0904617	13.3851814	15.2901589
16.0996255	14.821723	13.8180758	14.4582426	10.4544865	9.9657657	16.512697	7.4623294	13.9963015	16.2639269
10.1677673	15.127761	16.6609254	16.3292621	10.6756044	11.9154979	13.8253356	7.9178775	12.0710894	12.8535603
16.0714826	13.2948993	13.5374335	15.2426387	11.1033298	10.5415161	17.2913754	9.9318257	12.8077313	14.9907839
16.7609242	9.3652279	21.0830404	12.4814881	11.4463081	13.8489549	19.7880413	9.1732812	12.4100326	13.6003729
19.6323249	8.5217414	18.6338453	15.0741454	11.7003025	11.0217924	16.9771336	9.5403976	11.6849395	14.6384755
11.0062114	7.595235	21.4195745	17.8333965	13.3020701	11.1371598	31.9309921	8.1534416	11.2443763	11.7276686
12.3478268	11.1814622	14.2586041	15.6286764	10.7747301	3.93878	12.9218572	8.6480778	12.2326082	18.3731875
11.1790625	3.7856862	12.5997137	8.694066	11.3113865	11.9425434	13.3715484	7.4452384	12.9932416	18.3036399
18.0164112	13.1174139	18.5389205	15.2235705	13.4837985	9.8332705	13.7894714	4.0891061	15.5814623	13.3370632
12.0531323	4.00061	12.8614981	12.7621251	11.6252182	12.9880587	18.5499469	7.9451312	11.335997	11.4529796
10.0938059	12.6921855	13.9369816	3.9756697	13.3199533	11.4277749	12.2291641	7.623016	13.9525767	15.4010826
3.798745	9.8716772	13.9431303	7.2905084	3.798745	10.5498981	9.8777454	3.798745	13.0260484	11.8821022
8.8843467	10.5224498	4.1136063	4.1136063	4.1136063	13.7140353	4.1136063	4.1136063	14.0791338	10.5854044
11.8819566	10.7731266	13.5341183	3.8114651	12.6076697	11.1167693	15.1367724	7.0420656	12.6985631	16.0929104
11.3565814	20.3467349	3.961058	9.9050755	3.961058	12.3890581	19.2125572	3.961058	16.5831298	19.2316428
4.0900632	10.67104	8.8403385	11.2652938	7.6889665	11.875129	13.9412578	8.7646782	11.7643613	18.4079708
11.7245528	18.6974005	10.6663081	16.5653455	16.4242708	14.8343572	14.6752773	4.0600278	10.0572978	18.3946335
14.59063	11.7362625	13.6299562	15.344057	17.3938793	8.8077272	12.2798151	6.6172791	13.6667637	10.4679151
15.5424536	9.8184395	17.5131384	19.6985833	4.0159705	4.0159705	11.7285034	4.0159705	12.2092891	17.8207969
21.2124541	11.669063	20.5683635	15.8503917	11.0165457	13.3139873	12.9395776	9.7046833	12.1001953	21.5884487
16.6335467	10.6848357	21.1916788	17.6889021	9.6823191	8.8724322	12.4321991	6.9789914	12.2525064	18.4118509
17.5106141	15.0324979	20.1384585	21.0489745	11.9361679	3.9236601	16.109252	3.9236601	11.9127825	19.1552087
22.6546578	15.4513864	18.0023925	22.1434639	11.9044456	14.3553847	13.0956877	8.4768246	13.3192138	18.3815335
16.6883369	15.3600858	22.863636	14.6590831	10.9975663	3.9881339	13.172107	7.5662136	11.4485623	13.476483
3.8319635	16.1569129	9.3687527	10.6472777	14.2372746	12.1729647	15.0722688	7.4815681	14.4555158	19.1463108
12.5979634	12.910889	18.7019375	15.1220229	11.6144633	10.132466	24.336571	4.0209161	13.781185	20.4736514
14.4482039	7.4497321	15.6613037	9.6641845	9.7567147	10.9518063	14.2396213	8.3219091	13.8591639	18.239301
17.7194032	13.5617183	21.35407	25.3238124	10.7202469	12.7847592	15.6977977	8.0659833	11.6081086	13.4287926
18.5324684	13.0848414	20.467041	20.6521545	10.8031879	3.9594542	16.3579534	9.0655759	13.2395855	20.0438433
4.2675045	4.2675045	17.6888478	11.6374365	13.6765379	4.2675045	4.2675045	4.2675045	13.1059884	11.475938
10.4919319	13.7725768	15.4090856	12.1882178	14.3577758	3.902636	9.1502767	8.6820527	12.4584664	13.5353972
17.146719	14.8579502	22.5987593	11.4409903	3.9379556	12.3167268	17.2148886	5.8097271	12.7092971	11.0647699
16.0670627	3.8112374	16.3929941	13.7117835	14.5351626	16.5863729	16.6240239	8.1821838	14.3180347	12.6875853
9.9472884	3.8315808	14.7867647	13.3430734	16.2984701	3.8315808	3.8315808	8.267223	12.5726684	10.8289928
9.0220918	3.8554863	13.3071611	13.4009942	16.7512891	3.8554863	12.9727385	10.2771156	14.3470222	14.8596157
9.7020524	3.7273649	12.9644978	10.770387	12.9113135	3.7273649	10.2796962	6.5879803	13.7395615	14.2223221
14.7496631	12.5542825	25.4465883	18.511226	16.3545929	3.8486115	14.7735387	7.5836111	10.5625857	12.515396
3.7806929	10.350185	11.6237187	11.991531	12.2822464	10.8625579	13.2851592	3.7806929	12.6700189	17.2393943
3.8085337	9.0033972	10.6385712	12.2412174	14.5189509	12.3457587	10.6545177	8.0254799	13.0337332	11.7994845
12.0895834	20.4550753	11.8567725	12.6108833	15.0273617	3.8455894	12.8811102	6.5661545	11.7148362	3.8455894
