"Cell","h","monocle3_pseudotime","UMAP1","UMAP2","cluster","partition"
262,6,1.52005554899891,4.07399988174438,2.29834175109863,"1","1"
4,0,1.52068740018071,3.89624238014221,2.10614466667175,"1","1"
14,0,1.5269277743458,4.07338047027588,2.02403664588928,"1","1"
93,0,1.52693476930609,3.89428353309631,1.82518327236176,"1","1"
481,24,1.56803611917575,3.61150336265564,1.42049121856689,"1","1"
779,72,1.62071036432437,3.05283403396606,0.900505363941193,"1","1"
92,0,1.65475194797315,3.13251709938049,0.795587956905365,"1","1"
27,0,1.69969261880825,3.02405643463135,0.980390608310699,"1","1"
20,0,1.72109962320509,2.87972545623779,1.30891668796539,"1","1"
414,12,1.72329643864438,2.82995271682739,1.23470032215118,"1","1"
2,0,1.73768918188108,2.95450305938721,0.886079549789429,"1","1"
